contact_id,first_name,last_name,email,city,state,zip_code,donor_status,contact_created_date,first_gift_date,last_gift_date,total_gifts,total_number_of_gifts,average_gift,giving_vehicle,subscription_type,subscription_status,subscription_start_date,email_open_rate,last_email_click_date,event_attendance_count,wealth_score,notes,p2g_score,gift_capacity_rating,estimated_annual_donations,title,deceased,biography,business_affiliations,community_affiliations,expertise_and_interests,do_not_contact,do_not_call,email_opt_out,preferred_phone,preferred_email,hedgehog_review_subscriber,institute_status,foundation_status,lead_source,largest_gift,smallest_gift,best_gift_year,last_gift_amount
003XX00000ifVHfPhx,Christian,Wilson,christian.wilson95@example.com,Rockville,MD,20872,lapsed,2012-08-14,2021-04-25,2023-11-21,75,1,75.0,online,digital,active,2009-11-19,0.401,2022-07-10,0,2,,,,,,0,,,,,0,0,0,Work,Work,1,None,None,Direct Mail,75,75,2021,75
003XX00000wHE7eA17,Patrick,Martin,patrick.martin96@example.com,,,,prospect,2016-01-17,,,,,,,none,never,,,,0,,Gave stock gift in 2021,,,,,0,,,,,0,0,1,Mobile,,1,None,Prospect,Hedgehog Review,,,,
003XX00000OdmWeNrX,Victoria,King,victoria.king97@example.com,,,,prospect,2017-10-25,,,,,,,print,active,2010-04-02,0.35,2026-02-21,0,,Attended homecoming reception,,,3190.19,,0,,,,,0,0,0,Work,,1,Friend,Prospect,Email Campaign,,,,
003XX00000WiyVZVql,Eric,Campbell,eric.campbell98@example.com,Berkeley,CA,94522,prospect,2016-06-13,,,,,,,both,expired,2003-07-08,0.252,,0,,,1,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000tp6rEKGD,Jennifer,Taylor,jennifer.taylor99@example.com,,,,active,2013-11-27,2019-10-13,2020-09-17,400,1,400.0,online,none,never,,0.13,,1,,,60,Mid-Level,1778.7,Board Member,0,,,,,0,0,0,,,1,Friend,Annual Donor,Hedgehog Review,400,400,2019,400
003XX00000JAgvIRhq,Jose,King,jose.king100@example.com,Fort Lauderdale,FL,33201,lapsed,2010-03-10,2010-05-08,2022-08-24,40,5,8.0,online,digital,expired,2017-06-25,,,3,3,,,,,,0,Emeritus professor of sociology at Georgetown; founding donor to the Institute.,,,,0,0,1,Home,,1,None,None,Hedgehog Review,20.0,20.0,2013,20.0
003XX00000stOJeVTx,Jonathan,Taylor,jonathan.taylor101@example.com,,,,prospect,2005-09-17,,,,,,,digital,expired,2006-07-21,,,1,,Subscriber since inception,1,,3601.94,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000uiHdSWDp,Philip,Garcia,philip.garcia102@example.com,,,,prospect,2012-04-12,,,,,,,print,expired,2005-05-14,0.136,,1,,Responded to Year-End Appeal,,,1758.27,,0,,"Senior Partner, Bowles Rice LLP",,,0,0,0,,,1,None,Prospect,Event,,,,
003XX00000qWI3ebSr,Deborah,Williams,deborah.williams103@example.com,Arlington,VA,22041,prospect,2019-11-09,,,,,,,none,never,,0.088,,0,5,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000C6LBGLBn,Terry,Rodriguez,terry.rodriguez104@example.com,Somerville,MA,02489,prospect,2009-12-14,,,,,,,none,never,,,,7,,,35,Entry-Level,,,0,,,,,0,0,0,,,0,Friend,Prospect,Email Campaign,,,,
003XX00000LgPmLuZG,Grace,Roberts,,Washington,DC,20289,new_donor,2009-01-17,2025-10-17,2026-02-23,25,5,5.0,online,digital,active,2014-07-25,0.145,,0,5,,,,587.0,,0,,,,,0,0,0,,Personal,1,None,None,Email Campaign,20.0,20.0,2026,20.0
003XX00000fjjFcJQ3,Stephen,Shapiro,stephen.shapiro106@example.com,Buffalo,NY,10111,prospect,2009-11-17,,,,,,,none,never,,,,0,,,22,Entry-Level,2228.09,,0,,,,,0,0,1,,Work,0,None,Prospect,Email Campaign,,,,
003XX00000p98ujFaw,Donna,Miller,donna.miller107@example.com,New York,NY,10173,active,2006-11-28,2015-11-05,2021-06-21,50,2,25.0,online,print,active,2008-10-17,0.158,,1,4,,,,,Physician,0,,,,,0,0,0,,Personal,1,None,None,Hedgehog Review,35,20.0,2018,35
003XX00000PmJzRVxS,Wanda,Miller,wanda.miller108@example.com,Brooklyn,NY,11268,prospect,2010-10-20,,,,,,,both,expired,2006-05-04,,,0,2,,6,,140.84,,1,,,,,0,0,0,,,1,Friend,Prospect,Hedgehog Review,,,,
003XX00000FM7isC5S,Joe,Cohen,joe.cohen109@example.com,Orlando,FL,33144,prospect,2010-04-19,,,,,,,none,never,,0.208,,4,,,,,,,0,,,,,0,0,0,,Work,0,None,Prospect,Hedgehog Review,,,,
003XX00000kqMIq34a,Crystal,Moore,crystal.moore110@example.com,,,,lapsed,2017-09-02,2022-10-24,2023-01-13,50,1,50.0,check,none,never,,0.015,,0,2,,,,,,0,,,,,0,0,0,,,0,None,None,Event,50,50,2022,50
003XX00000dKOZ856N,Jerry,Diallo,,Brooklyn,NY,10008,subscriber_only,2012-09-15,,,,,,,print,active,2011-01-26,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000wlzsY6jh,Nathan,Kim,nathan.kim112@example.com,Houston,TX,77066,prospect,2005-12-14,,,,,,,none,never,,0.488,,7,4,,21,,,,0,,,,,0,0,0,,,0,None,Prospect,Hedgehog Review,,,,
003XX00000c332FUos,Michael,Thompson,michael.thompson113@example.com,Fort Lauderdale,FL,33114,lapsed,2016-10-01,2021-01-21,2023-12-05,25,5,5.0,online,none,never,,,,0,,,19,Entry-Level,,,0,,"Managing Director, Cornerstone Capital Advisors",UVA Darden School Foundation Board; Charlottesville Area Chamber of Commerce,,1,1,1,,Work,0,None,None,Event,20.0,20.0,2021,20.0
003XX00000lPhmizDJ,Christopher,Sullivan,christopher.sullivan114@example.com,Roanoke,VA,22985,lapsed,2012-06-05,2022-09-30,2022-12-29,2600,4,650.0,check,digital,expired,2007-12-16,0.629,2024-02-16,2,2,,,,13589.77,,0,,,Junior League of Richmond; Arts Council of Greater Richmond,,0,0,0,,Work,1,None,Annual Donor,,1200,400,2022,400
003XX00000metey2OS,Carolyn,Taylor,carolyn.taylor115@example.com,Charlottesville,VA,22080,lapsed,2020-08-08,2021-10-06,2022-12-04,2200,14,157.14,online,print,active,2012-08-19,0.065,,0,,,,,21022.66,,0,,,,,0,0,0,,,1,None,Annual Donor,Direct Mail,350,50,2021,125
003XX00000zSsThMqx,Bradley,Davis,,,,,prospect,2008-05-08,,,,,,,digital,active,2016-10-30,0.501,,3,,,,,,,0,,,,,0,0,0,Home,,1,None,Prospect,Other,,,,
003XX00000Vd2TUvG8,Donna,Harris,donna.harris117@example.com,Princeton,NJ,07092,prospect,2016-09-19,,,,,,,print,active,2001-12-22,,,1,,,19,Entry-Level,,,0,,,,,1,1,1,,,1,None,Prospect,Event,,,,
003XX00000IrRPEmVb,Samantha,Wright,samantha.wright118@example.com,Bethesda,MD,20906,prospect,2014-07-26,,,,,,,digital,expired,2019-12-31,0.138,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Event,,,,
003XX00000w2cBdVcK,Kathryn,Nelson,kathryn.nelson119@example.com,,,,active,2016-05-24,2017-07-19,2022-02-04,75,3,25.0,online,print,active,2020-09-04,0.204,,0,,,,,199.57,,0,,,,"International development, civil society",0,0,0,,,1,None,None,Other,40,20.0,2022,40
003XX00000GyvXeoFy,Sarah,Sullivan,sarah.sullivan120@example.com,,,,new_donor,1993-01-04,2025-01-29,2026-01-02,350,4,87.5,online,both,active,2014-03-15,0.259,,5,3,,,,15803.32,Director,0,,,,,0,0,0,,,1,None,Annual Donor,Email Campaign,200,50,2026,200
003XX00000LX50J9pI,Walter,Moore,walter.moore121@example.com,,,,subscriber_only,1996-10-19,,,,,,,both,expired,2019-02-04,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000cayXNaAe,Beverly,White,beverly.white122@example.com,,,,lapsed,2014-03-20,2020-05-04,2023-07-29,100,5,20.0,online,digital,active,2003-08-04,0.383,,0,2,,38,Entry-Level,,,0,,,,,0,0,0,Work,Personal,1,None,Annual Donor,Email Campaign,35,20.0,2021,20.0
003XX00000QnjjoStB,Philip,OBrien,philip.obrien123@example.com,Alexandria,VA,22935,prospect,2011-03-05,,,,,,,none,never,,,,0,5,,21,Entry-Level,,,0,,,,,0,0,0,,,0,None,Prospect,Event,,,,
003XX00000NtVnuHKY,Denise,Perez,denise.perez124@example.com,Fort Lauderdale,FL,33729,lapsed,2014-04-16,2017-03-26,2018-11-11,40,3,13.33,DAF,both,expired,2023-10-14,0.044,,0,3,Longtime subscriber,,,,,0,,,,,0,0,0,Home,Personal,1,Friend,None,Event,20.0,20.0,2018,20.0
003XX00000qVsPCmDk,Julia,Wilson,julia.wilson125@example.com,,,,prospect,2021-08-16,,,,,,,print,expired,2003-11-16,,,5,,Known DAF holder at Fidelity Charitable,10,,,,0,,,,,0,0,1,,,1,None,Prospect,Direct Mail,,,,
003XX00000E8MYoGha,Amanda,Wang,amanda.wang126@example.com,Alexandria,VA,22091,prospect,2006-07-31,,,,,,,both,active,2020-01-01,,,0,,Board member referral,15,,4532.63,,0,,,,,0,0,0,Home,,1,None,Prospect,Board Referral,,,,
003XX000005WqYn7Fh,Lawrence,Cohen,lawrence.cohen127@example.com,,,,prospect,2006-01-03,,,,,,,none,never,,0.075,,9,,,,,,Professor,0,,,,"Higher education administration, faculty governance",0,0,0,,Personal,1,None,Prospect,Email Campaign,,,,
003XX00000Nog61htO,Aaron,Thomas,aaron.thomas128@example.com,Miami,FL,33283,prospect,2020-09-27,,,,,,,print,expired,2005-11-08,,,2,,Loyal Annual Fund donor,,,,,0,,,,,0,0,0,,Work,1,None,Prospect,Website,,,,
003XX00000zxvkUHIZ,Kimberly,Adams,kimberly.adams129@example.com,Wilmette,IL,60731,prospect,2019-03-07,,,,,,,none,never,,0.058,,10,,,,,,Dr.,0,,,,,0,0,0,,,1,Fellow,Prospect,Hedgehog Review,,,,
003XX000008m19fcmM,Donald,Sato,donald.sato130@example.com,Arlington,VA,22987,prospect,2020-01-12,,,,,,,none,never,,,,0,3,,25,,,Director,0,,,,"American intellectual history, political philosophy",0,0,0,,Work,0,None,Prospect,Hedgehog Review,,,,
003XX000001XNde3I5,Johnny,Patel,johnny.patel131@example.com,Washington,DC,20058,lapsed,2011-01-19,2015-08-02,2019-05-09,500,2,250.0,check,print,active,2018-10-05,0.168,,3,7,,,,1205.62,,0,,,,,0,0,0,,,1,None,Annual Donor,Website,350,150,2016,150
003XX000008CdvCgdx,Mary,Kumar,mary.kumar132@example.com,,,,prospect,2006-11-12,,,,,,,both,active,2018-03-29,0.086,,0,,,33,Entry-Level,2372.43,Board Member,0,,,,,0,0,0,,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000jMqmU5f4,Billy,Goldstein,billy.goldstein133@example.com,Arlington,VA,22046,lapsed,2013-03-21,2015-03-08,2022-06-14,20.0,2,10.0,check,digital,active,2021-06-18,0.328,,0,4,Potential major gift prospect,,,,,0,,,,,0,0,0,,,1,Friend,None,Direct Mail,20.0,20.0,2015,20.0
003XX00000E3R7GRre,Peter,Lopez,peter.lopez134@example.com,,,,prospect,1994-01-07,,,,,,,digital,expired,2024-04-14,0.327,,3,,,,,1698.9,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000cK5sR80q,Carolyn,Torres,carolyn.torres135@example.com,Charlottesville,VA,22914,prospect,2014-11-21,,,,,,,digital,active,2001-07-22,0.221,,0,,,18,Entry-Level,,,0,,,,,0,0,0,Mobile,,1,None,Prospect,Event,,,,
003XX00000t3IiTY0b,Louis,Anderson,louis.anderson136@example.com,Roanoke,VA,23024,prospect,2011-03-27,,,,,,,print,active,2019-12-25,0.187,,0,,,28,Entry-Level,,SVP,0,,,,"International development, civil society",0,0,0,Mobile,,1,None,Prospect,Email Campaign,,,,
003XX00000zlIS9gU5,Julie,Moore,julie.moore137@example.com,Washington,DC,20052,prospect,2015-05-14,,,,,,,none,never,,0.118,,0,,,,,,,0,Professor of English at UVA; longtime supporter of humanities scholarship.,,,,0,0,0,Mobile,,0,Affiliate,Prospect,Email Campaign,,,,
003XX00000lWdbPq8y,Harold,Rodriguez,harold.rodriguez138@example.com,Tampa,FL,33133,active,2012-03-03,2022-07-05,2023-04-08,20.0,3,6.67,online,none,never,,0.122,,0,3,,28,,106.48,,0,,,,,0,0,0,Mobile,,0,None,None,Website,20.0,20.0,2023,20.0
003XX000000srxZ4HI,Louis,Sato,louis.sato139@example.com,Brooklyn,NY,11246,lapsed,2018-05-28,2021-05-03,2023-04-04,200,1,200.0,check,none,never,,0.225,,1,,,15,,,,0,,"Partner, Sullivan & Cromwell LLP",,"Philanthropy law, estate planning",0,0,0,Mobile,,1,None,Annual Donor,Hedgehog Review,200,200,2023,200
003XX000006VJftOjG,Norma,Scott,norma.scott140@example.com,,,,subscriber_only,2017-01-18,,,,,,,both,expired,2021-04-17,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000LpGz8afZ,Alexander,Kelly,,,,,prospect,2007-06-23,,,,,,,both,expired,2016-03-15,,,3,,,,,,,1,,"Advisory Council, American Enterprise Institute",,,0,0,0,,,1,Friend,Prospect,Event,,,,
003XX000008t3KWMM0,Hannah,Kelly,hannah.kelly142@example.com,Bronx,NY,10192,prospect,2019-02-08,,,,,,,both,expired,2017-12-14,0.458,2024-09-29,0,,Longtime subscriber,7,,4863.16,,0,,,,"Religious history, Southern literature",0,0,0,Work,,1,None,Prospect,Board Referral,,,,
003XX00000h7Ba4XTX,Sofia,Goldstein,sofia.goldstein143@example.com,Alexandria,VA,23084,new_donor,2015-01-18,2025-11-16,2025-12-03,35,1,35.0,online,both,active,2024-03-12,,,0,3,,,,,,0,,,"St. Anne's Parish, Charlottesville; Piedmont Environmental Council",,0,0,1,Mobile,Work,1,None,None,Hedgehog Review,35,35,2025,35
003XX000001HKhCoaf,Louis,Rodriguez,louis.rodriguez144@example.com,Charlottesville,VA,22075,prospect,2013-10-03,,,,,,,digital,active,2021-11-27,,,2,,,15,,,,0,,,,"Higher education administration, faculty governance",0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000kQjgaVEz,Jesse,Gonzalez,jesse.gonzalez145@example.com,Manhattan,NY,11269,prospect,2010-08-21,,,,,,,none,never,,0.019,,0,,,,,2710.32,,0,,,,,0,0,0,,Work,0,None,Prospect,Direct Mail,,,,
003XX000000QRJqOOJ,Thomas,Clark,thomas.clark146@example.com,Media,PA,19259,active,2011-12-07,2012-10-05,2017-04-16,125,3,41.67,stock,digital,active,2001-11-22,0.222,,10,1,,27,,,,0,,,,,0,0,0,,Work,1,None,Annual Donor,Email Campaign,100,20.0,2014,100
003XX000006NGNRZ1D,Ibrahim,Walker,ibrahim.walker147@example.com,Fort Worth,TX,77040,prospect,2010-07-12,,,,,,,none,never,,0.644,,3,,Strong interest in cultural sociology,,,,,0,,,,,0,1,0,,,1,None,Prospect,Email Campaign,,,,
003XX000001JbTynwQ,Scott,Clark,,,,,subscriber_only,2011-12-13,,,,,,,both,expired,2022-09-17,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000athUrvnL,Thomas,Rivera,thomas.rivera149@example.com,Los Angeles,CA,90051,lapsed,2017-12-01,2018-05-18,2019-08-15,350,2,175.0,stock,none,never,,0.137,,2,1,,,,2131.3,,0,,,,,0,0,0,,Personal,0,None,Annual Donor,Hedgehog Review,175,175,2018,175
003XX00000KjAgv5ze,Daniel,Mitchell,,Bronx,NY,10136,prospect,2009-08-20,,,,,,,none,never,,0.177,,0,3,Known DAF holder at Fidelity Charitable,28,,2345.0,Attorney,0,,,,,0,0,0,,Personal,0,None,Prospect,Event,,,,
003XX00000ryAfX8pI,Marilyn,Sullivan,marilyn.sullivan151@example.com,,,,prospect,2010-11-03,,,,,,,print,active,2015-03-20,0.098,,0,2,,18,,1486.33,,0,,,,,0,0,0,Mobile,,1,None,Prospect,Email Campaign,,,,
003XX00000JOCQrb95,Susan,Harris,susan.harris152@example.com,Washington,DC,20371,prospect,2008-04-27,,,,,,,print,active,2012-09-28,0.151,,3,,Legacy Society prospect,,,1306.17,,0,Retired federal judge; supporter of institutions that bridge law and culture.,"Board of Trustees, Colonial Williamsburg Foundation",,,0,0,0,Home,,1,None,Prospect,Board Referral,,,,
003XX00000kA8o6Utt,Albert,Wright,albert.wright153@example.com,,,,active,2006-02-03,2020-07-11,2023-09-12,20.0,1,20.0,online,none,never,,,,0,,,,,,,0,,,,,0,0,0,,,0,None,None,Hedgehog Review,20.0,20.0,2022,20.0
003XX00000MbYQlFaW,Catherine,Nakamura,catherine.nakamura154@example.com,Palo Alto,CA,90005,prospect,2023-05-06,,,,,,,digital,expired,2006-12-15,0.422,2024-09-05,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000tcw0CZrT,John,Anderson,john.anderson155@example.com,,,,lapsed,2018-12-29,2020-06-23,2022-05-24,75,2,37.5,check,print,expired,2011-08-19,,,3,4,,21,,454.65,,0,Emeritus professor of sociology at Georgetown; founding donor to the Institute.,"Partner, Sullivan & Cromwell LLP",,,1,1,1,,Personal,1,None,None,Direct Mail,45,30,2020,30
003XX00000LScdBKJr,Carlos,Cohen,carlos.cohen156@example.com,,,,prospect,2015-01-31,,,,,,,both,active,2017-07-28,,,0,,,36,Entry-Level,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000003Zde6VrB,Thomas,Wright,thomas.wright157@example.com,Richmond,VA,22056,prospect,2020-05-13,,,,,,,digital,active,2021-01-05,,,1,,Prefers email contact,6,,,,0,,,,,1,1,1,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000BDamHNPV,Yuna,Tanaka,yuna.tanaka158@example.com,Richmond,VA,23034,lapsed,2016-07-24,2017-09-23,2018-04-18,40,4,10.0,wire,none,never,,,,9,,Known DAF holder at Fidelity Charitable,16,,,,0,,,,,1,1,1,,,1,None,None,Hedgehog Review,20.0,20.0,2017,20.0
003XX00000WpJuaOxZ,Sara,Kumar,sara.kumar159@example.com,,,,subscriber_only,2008-04-07,,,,,,,digital,active,2015-03-05,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000008KDvon3D,Raymond,Kim,raymond.kim160@example.com,Dallas,TX,78766,prospect,2020-04-09,,,,,,,none,never,,,,1,,,,,,,0,,,,,0,0,1,,,0,Friend,Prospect,,,,,
003XX00000FiguJBxk,Larry,Ramirez,larry.ramirez161@example.com,Wayne,PA,19354,prospect,2009-09-24,,,,,,,digital,active,2005-07-21,,,1,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000tGgLwcJa,Frances,Yamamoto,frances.yamamoto162@example.com,Arlington,VA,22016,prospect,2013-04-14,,,,,,,none,never,,0.176,,2,,,24,Entry-Level,,Board Member,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000RgHSXSBI,Catherine,Murphy,catherine.murphy163@example.com,,,,prospect,2011-11-05,,,,,,,none,never,,0.591,,0,,,27,Entry-Level,4185.05,Attorney,0,,,,,0,0,0,,Work,1,None,Prospect,Other,,,,
003XX00000o1rjxriH,Douglas,Scott,douglas.scott164@example.com,Roanoke,VA,23069,lapsed,2017-10-16,2020-09-18,2021-10-11,45,1,45.0,check,none,never,,0.046,,11,,,,,,,0,,,,"Higher education administration, faculty governance",0,0,0,Mobile,Personal,1,Friend,None,Hedgehog Review,45,45,2020,45
003XX00000D7LsSGI3,Alice,Perez,alice.perez165@example.com,St. Paul,MN,55006,prospect,2019-04-16,,,,,,,digital,active,2022-08-17,0.239,,0,,Legacy Society prospect,19,Entry-Level,715.3,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000007moKD5QP,Hiroshi,Sharma,hiroshi.sharma166@example.com,Morristown,NJ,08027,lapsed,2006-01-08,2009-08-22,2021-08-15,30,4,7.5,online,none,never,,,,8,4,Prefers phone contact,,,,,1,Retired hospital administrator; supporter of humanities education in medical training.,,,,1,1,1,Mobile,,0,None,None,Event,20.0,20.0,2010,20.0
003XX00000h3ybH8Xl,Christopher,Martinez,christopher.martinez167@example.com,Atlanta,GA,30501,prospect,2009-04-30,,,,,,,both,active,2000-11-20,0.443,,1,4,,,,,,0,,"Board of Trustees, Colonial Williamsburg Foundation",,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000H512tR0B,Steven,Rodriguez,,,,,lapsed,2010-09-03,2020-11-07,2020-11-12,50,1,50.0,DAF,digital,expired,2018-04-02,0.38,,0,,,,,,,0,Retired diplomat; supporter of cultural exchange programs and international scholarship.,,,,0,0,0,,Personal,1,None,None,Hedgehog Review,50,50,2020,50
003XX00000kmUPGOVD,Teresa,Brown,teresa.brown169@example.com,Wayne,PA,19199,lapsed,2007-02-23,2021-03-03,2023-09-04,25,1,25.0,DAF,digital,expired,2002-12-01,0.141,,0,,Board member referral,,,,Pastor,0,,,,,0,0,0,Mobile,,1,None,None,Hedgehog Review,25,25,2021,25
003XX00000kGAsk04H,Janice,Nelson,janice.nelson170@example.com,Washington,DC,20292,prospect,2005-12-28,,,,,,,print,active,2019-07-20,0.302,2024-08-19,0,,,,,,,0,Investor and arts patron; serves on boards of several cultural institutions.,,,"Medical humanities, bioethics",0,0,0,,,1,None,Prospect,,,,,
003XX000000jUSUG24,Amber,Nelson,amber.nelson171@example.com,Boulder,CO,80228,prospect,2010-05-13,,,,,,,both,expired,2014-11-14,0.189,,0,,,,,1075.7,,0,,,,,0,0,0,Mobile,,1,Friend,Prospect,Email Campaign,,,,
003XX000006SOyo689,Mark,Baker,mark.baker172@example.com,,,,new_donor,1998-04-26,2025-01-26,2025-04-02,25,4,6.25,online,digital,active,2010-12-20,0.277,2023-05-22,0,3,,7,,923.94,,0,,,,,0,0,0,,,1,None,None,Board Referral,20.0,20.0,2025,20.0
003XX00000nxoM3cON,Jesse,Kim,jesse.kim173@example.com,Washington,DC,20047,active,2006-11-20,2013-07-03,2023-06-22,30,1,30.0,online,none,never,,0.168,,0,,Prefers email contact,,,,,0,,,,,0,0,0,Mobile,Work,1,None,None,Email Campaign,30,30,2021,30
003XX00000r99ut4AS,Stephen,Harris,stephen.harris174@example.com,,,,lapsed,2011-03-15,2011-06-20,2022-01-20,100,2,50.0,DAF,digital,expired,2009-05-31,,,0,2,,39,Entry-Level,,,1,Emeritus professor of sociology at Georgetown; founding donor to the Institute.,,,,0,0,0,,,1,None,Annual Donor,Email Campaign,50,45,2021,50
003XX00000UBw5J7Un,Austin,Hill,austin.hill175@example.com,Los Angeles,CA,94148,subscriber_only,2016-12-27,,,,,,,print,expired,2013-08-31,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000GiBqeLE7,Nancy,Perez,nancy.perez176@example.com,New York,NY,11267,prospect,2016-08-18,,,,,,,print,active,2018-06-06,0.24,,0,,,28,Entry-Level,4701.86,,0,,,,"Sociology of religion, nonprofit management",0,0,0,,,1,None,Prospect,Event,,,,
003XX00000R2crsSmy,William,Lopez,william.lopez177@example.com,Bronx,NY,11293,prospect,2019-10-14,,,,,,,print,active,2017-08-26,,,0,,Former colleague of board member,30,Entry-Level,,,0,,,,,0,0,1,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000YAH4UueE,Diana,Harris,diana.harris178@example.com,Bronx,NY,10117,lapsed,2008-08-14,2012-06-11,2012-11-06,25,1,25.0,online,digital,active,2000-07-02,0.155,,1,2,,32,,100.0,,0,Professor of English at UVA; longtime supporter of humanities scholarship.,"Board of Directors, United Way of Greater Charlottesville",,,0,0,0,,Work,1,None,None,Email Campaign,25,25,2012,25
003XX00000xzKKZGUi,Jeffrey,Gonzalez,jeffrey.gonzalez179@example.com,Bronx,NY,11250,prospect,2007-05-18,,,,,,,digital,active,2018-01-14,0.037,,0,,Former colleague of board member,,,2547.92,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000008pEB4bft,Kevin,Green,kevin.green180@example.com,Houston,TX,77029,lapsed,1998-07-26,2012-06-02,2017-09-21,75,5,15.0,check,print,active,2009-01-22,0.156,,0,2,Prefers phone contact,,,,Retired Attorney,0,,,,,0,0,0,Home,,1,None,None,Hedgehog Review,25,20.0,2016,20.0
003XX00000HKixMfac,Andrew,Clark,andrew.clark181@example.com,Roanoke,VA,22022,prospect,2017-12-06,,,,,,,both,active,2012-03-12,0.275,2024-05-15,0,,,26,Entry-Level,2194.25,Physician,0,,,,,0,0,0,Home,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000Afse568X,Edward,Smith,edward.smith182@example.com,Oakland,CA,94509,new_donor,2007-10-17,2025-09-30,2026-02-21,600,6,100.0,stock,none,never,,0.396,2024-05-18,1,5,,,,5459.07,,0,,,,,0,0,0,,,0,None,Annual Donor,Hedgehog Review,175,45,2026,75
003XX00000Kaqfh2kt,Edward,Singh,edward.singh183@example.com,,,,subscriber_only,1996-12-27,,,,,,,both,expired,2012-01-25,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000005YT9yAEr,Norma,Clark,norma.clark184@example.com,Los Angeles,CA,94555,prospect,2020-10-16,,,,,,,print,active,2022-07-18,,,0,,,36,Entry-Level,914.02,,0,,,,,0,0,1,,Personal,1,None,Prospect,,,,,
003XX00000gAl9v5dU,Matthew,Ramirez,matthew.ramirez185@example.com,Washington,DC,20240,subscriber_only,2013-12-09,,,,,,,digital,active,2004-06-29,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000001Yz5BHg6,James,Gupta,james.gupta186@example.com,,,,prospect,2018-11-14,,,,,,,none,never,,0.226,,9,,Attended homecoming reception,,,498.71,,0,,,,,0,0,0,Mobile,,0,None,Prospect,Board Referral,,,,
003XX00000xSpi2KbH,Steven,Mbeki,steven.mbeki187@example.com,New York,NY,10021,prospect,2005-08-28,,,,,,,print,expired,2017-03-15,0.142,,0,5,,,,1730.73,,0,,,"St. Anne's Parish, Charlottesville; Piedmont Environmental Council",,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000FFt6uHW0,Sandra,Nguyen,sandra.nguyen188@example.com,,,,active,2006-12-11,2008-04-30,2021-07-24,75,4,18.75,online,digital,expired,2005-08-31,0.325,2022-10-24,2,5,,19,Entry-Level,,,0,,,,,0,0,0,,,1,None,None,Direct Mail,30,20.0,2009,20.0
003XX00000rD1LeY9o,Rebecca,Lewis,rebecca.lewis189@example.com,,,,prospect,2012-07-27,,,,,,,both,active,2015-08-16,0.255,2025-01-27,0,5,,,,1589.96,,0,,,,,0,0,0,,,1,Friend,Prospect,Email Campaign,,,,
